log_id,normalised,match_type,top1_template,top1_score,top2_template,top2_score,top3_template,top3_score,latency_ms,store_size
51,Received disconnect from <*>: 11: Bye Bye [preauth],partial,<*> failures<*> <*> methods<*> available. [preauth],0.9882,Received disconnect from <*>: 11: disconnected by user,0.7321,input_userauth_request: invalid user <*> [preauth],0.5328,9.92,15
52,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> user=root,exact,<*> rhost=<*> user=root,0.9934,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.5963,pam_unix(sshd:session): session <*> for user fztu by (uid=0),0.5932,11.34,15
53,Failed password for root from <*> port 59160 ssh2,partial,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.9313,<*> rhost=<*> user=root,0.5416,Invalid user cyrus from <*>,0.3319,10.15,15
54,Received disconnect from <*>: 11: Bye Bye [preauth],partial,<*> failures<*> <*> methods<*> available. [preauth],0.9891,Received disconnect from <*>: 11: disconnected by user,0.7321,input_userauth_request: invalid user <*> [preauth],0.5328,10.06,15
55,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> user=root,exact,<*> rhost=<*> user=root,0.9938,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.5963,pam_unix(sshd:session): session <*> for user fztu by (uid=0),0.5932,11.0,15
56,Failed password for root from <*> port 59470 ssh2,partial,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.9465,<*> rhost=<*> user=root,0.5234,Invalid user cyrus from <*>,0.3233,9.94,15
57,Received disconnect from <*>: 11: Bye Bye [preauth],partial,<*> failures<*> <*> methods<*> available. [preauth],0.9899,Received disconnect from <*>: 11: disconnected by user,0.7321,input_userauth_request: invalid user <*> [preauth],0.5328,10.6,15
58,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> user=root,exact,<*> rhost=<*> user=root,0.9941,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.5962,pam_unix(sshd:session): session <*> for user fztu by (uid=0),0.5932,11.4,15
59,Failed password for root from <*> port 59905 ssh2,partial,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.9301,<*> rhost=<*> user=root,0.5186,Invalid user cyrus from <*>,0.3246,10.6,15
60,Received disconnect from <*>: 11: Bye Bye [preauth],exact,<*> failures<*> <*> methods<*> available. [preauth],0.9907,Received disconnect from <*>: 11: disconnected by user,0.7321,input_userauth_request: invalid user <*> [preauth],0.5328,10.28,15
61,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> user=root,exact,<*> rhost=<*> user=root,0.9945,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.5961,pam_unix(sshd:session): session <*> for user fztu by (uid=0),0.5932,11.26,15
62,Failed password for root from <*> port 60413 ssh2,partial,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.9299,<*> rhost=<*> user=root,0.5458,Invalid user cyrus from <*>,0.3431,9.92,15
63,Received disconnect from <*>: 11: Bye Bye [preauth],exact,<*> failures<*> <*> methods<*> available. [preauth],0.9913,Received disconnect from <*>: 11: disconnected by user,0.7321,input_userauth_request: invalid user <*> [preauth],0.5328,10.03,15
64,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> user=root,exact,<*> rhost=<*> user=root,0.9948,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.5961,pam_unix(sshd:session): session <*> for user fztu by (uid=0),0.5932,11.06,15
65,Failed password for root from <*> port 60834 ssh2,partial,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.9317,<*> rhost=<*> user=root,0.5405,Invalid user cyrus from <*>,0.3357,9.86,15
66,Received disconnect from <*>: 11: Bye Bye [preauth],exact,<*> failures<*> <*> methods<*> available. [preauth],0.9919,Received disconnect from <*>: 11: disconnected by user,0.7321,input_userauth_request: invalid user <*> [preauth],0.5328,9.94,15
67,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> user=root,exact,<*> rhost=<*> user=root,0.995,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.5961,pam_unix(sshd:session): session <*> for user fztu by (uid=0),0.5932,11.0,15
68,Failed password for root from <*> port 32995 ssh2,partial,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.9215,<*> rhost=<*> user=root,0.5579,Invalid user <*> from <*>,0.3322,9.79,15
69,Received disconnect from <*>: 11: Bye Bye [preauth],exact,<*> failures<*> <*> methods<*> available. [preauth],0.9924,Received disconnect from <*>: 11: disconnected by user,0.7321,input_userauth_request: invalid user <*> [preauth],0.5328,9.93,15
70,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> user=root,exact,<*> rhost=<*> user=root,0.9953,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.5961,pam_unix(sshd:session): session <*> for user fztu by (uid=0),0.5932,11.01,15
71,Failed password for root from <*> port 33258 ssh2,partial,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.9498,<*> rhost=<*> user=root,0.5759,Invalid user <*> from <*>,0.3402,9.81,15
72,Received disconnect from <*>: 11: Bye Bye [preauth],exact,<*> failures<*> <*> methods<*> available. [preauth],0.9929,Received disconnect from <*>: 11: disconnected by user,0.7321,input_userauth_request: invalid user <*> [preauth],0.5328,10.11,15
73,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> user=root,exact,<*> rhost=<*> user=root,0.9955,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.5961,pam_unix(sshd:session): session <*> for user fztu by (uid=0),0.5932,11.08,15
74,Failed password for root from <*> port 33635 ssh2,partial,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.9012,<*> rhost=<*> user=root,0.5627,Invalid user cyrus from <*>,0.3418,9.94,15
75,Received disconnect from <*>: 11: Bye Bye [preauth],exact,<*> failures<*> <*> methods<*> available. [preauth],0.9933,Received disconnect from <*>: 11: disconnected by user,0.7321,input_userauth_request: invalid user <*> [preauth],0.5328,9.86,15
76,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> user=root,exact,<*> rhost=<*> user=root,0.9957,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.5962,pam_unix(sshd:session): session <*> for user fztu by (uid=0),0.5932,11.09,15
77,Failed password for root from <*> port 34091 ssh2,partial,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.9087,<*> rhost=<*> user=root,0.5555,Invalid user cyrus from <*>,0.3176,10.13,15
78,Received disconnect from <*>: 11: Bye Bye [preauth],exact,<*> failures<*> <*> methods<*> available. [preauth],0.9937,Received disconnect from <*>: 11: disconnected by user,0.7321,input_userauth_request: invalid user <*> [preauth],0.5328,10.11,15
79,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> user=root,exact,<*> rhost=<*> user=root,0.9959,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.5963,pam_unix(sshd:session): session <*> for user fztu by (uid=0),0.5932,11.24,15
80,Failed password for root from <*> port 34545 ssh2,partial,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.9084,<*> rhost=<*> user=root,0.5534,Invalid user cyrus from <*>,0.314,10.11,15
81,Received disconnect from <*>: 11: Bye Bye [preauth],exact,<*> failures<*> <*> methods<*> available. [preauth],0.9941,Received disconnect from <*>: 11: disconnected by user,0.7321,input_userauth_request: invalid user <*> [preauth],0.5328,10.07,15
82,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> user=root,exact,<*> rhost=<*> user=root,0.9961,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.5963,pam_unix(sshd:session): session <*> for user fztu by (uid=0),0.5932,11.1,15
83,Failed password for root from <*> port 34849 ssh2,partial,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.9462,<*> rhost=<*> user=root,0.5605,Invalid user cyrus from <*>,0.3082,10.01,15
84,Received disconnect from <*>: 11: Bye Bye [preauth],exact,<*> failures<*> <*> methods<*> available. [preauth],0.9944,Received disconnect from <*>: 11: disconnected by user,0.7321,input_userauth_request: invalid user <*> [preauth],0.5328,9.94,15
85,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> user=root,exact,<*> rhost=<*> user=root,0.9963,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.5963,pam_unix(sshd:session): session <*> for user fztu by (uid=0),0.5932,11.29,15
86,Failed password for root from <*> port 35260 ssh2,partial,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.9307,<*> rhost=<*> user=root,0.5497,Invalid user cyrus from <*>,0.3199,9.91,15
87,Received disconnect from <*>: 11: Bye Bye [preauth],exact,<*> failures<*> <*> methods<*> available. [preauth],0.9947,Received disconnect from <*>: 11: disconnected by user,0.7321,input_userauth_request: invalid user <*> [preauth],0.5328,9.93,15
88,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> user=root,exact,<*> rhost=<*> user=root,0.9965,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.5963,pam_unix(sshd:session): session <*> for user fztu by (uid=0),0.5932,11.06,15
89,Failed password for root from <*> port 35525 ssh2,partial,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.8982,<*> rhost=<*> user=root,0.5338,Invalid user cyrus from <*>,0.3353,9.8,15
90,Received disconnect from <*>: 11: Bye Bye [preauth],exact,<*> failures<*> <*> methods<*> available. [preauth],0.995,Received disconnect from <*>: 11: disconnected by user,0.7321,input_userauth_request: invalid user <*> [preauth],0.5328,9.89,15
91,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> user=root,exact,<*> rhost=<*> user=root,0.9966,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.5963,pam_unix(sshd:session): session <*> for user fztu by (uid=0),0.5932,11.13,15
92,Failed password for root from <*> port 35893 ssh2,partial,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.942,<*> rhost=<*> user=root,0.5632,Invalid user cyrus from <*>,0.3269,9.92,15
93,Received disconnect from <*>: 11: Bye Bye [preauth],exact,<*> failures<*> <*> methods<*> available. [preauth],0.9953,Received disconnect from <*>: 11: disconnected by user,0.7321,input_userauth_request: invalid user <*> [preauth],0.5328,10.01,15
94,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> user=root,exact,<*> rhost=<*> user=root,0.9967,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.5964,pam_unix(sshd:session): session <*> for user fztu by (uid=0),0.5932,11.14,15
95,Failed password for root from <*> port 36335 ssh2,partial,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.9393,<*> rhost=<*> user=root,0.5442,Invalid user cyrus from <*>,0.3377,9.97,15
96,Received disconnect from <*>: 11: Bye Bye [preauth],exact,<*> failures<*> <*> methods<*> available. [preauth],0.9955,Received disconnect from <*>: 11: disconnected by user,0.7321,input_userauth_request: invalid user <*> [preauth],0.5328,9.92,15
97,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> user=root,exact,<*> rhost=<*> user=root,0.9969,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.5963,pam_unix(sshd:session): session <*> for user fztu by (uid=0),0.5932,11.12,15
98,Failed password for root from <*> port 36747 ssh2,partial,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.9503,<*> rhost=<*> user=root,0.5498,Invalid user cyrus from <*>,0.3422,9.97,15
99,Received disconnect from <*>: 11: Bye Bye [preauth],exact,<*> failures<*> <*> methods<*> available. [preauth],0.9957,Received disconnect from <*>: 11: disconnected by user,0.7321,input_userauth_request: invalid user <*> [preauth],0.5328,11.04,15
100,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> user=root,exact,<*> rhost=<*> user=root,0.997,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.5963,pam_unix(sshd:session): session <*> for user fztu by (uid=0),0.5932,11.18,15
101,Failed password for root from <*> port 37033 ssh2,partial,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.9176,<*> rhost=<*> user=root,0.5429,Invalid user cyrus from <*>,0.3498,9.97,15
102,Received disconnect from <*>: 11: Bye Bye [preauth],exact,<*> failures<*> <*> methods<*> available. [preauth],0.9959,Received disconnect from <*>: 11: disconnected by user,0.7321,input_userauth_request: invalid user <*> [preauth],0.5328,11.55,15
103,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> user=root,exact,<*> rhost=<*> user=root,0.9971,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.5963,pam_unix(sshd:session): session <*> for user fztu by (uid=0),0.5932,11.6,15
104,Failed password for root from <*> port 37478 ssh2,partial,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.9505,<*> rhost=<*> user=root,0.5552,Invalid user cyrus from <*>,0.3424,11.73,15
105,Received disconnect from <*>: 11: Bye Bye [preauth],exact,<*> failures<*> <*> methods<*> available. [preauth],0.9961,Received disconnect from <*>: 11: disconnected by user,0.7321,input_userauth_request: invalid user <*> [preauth],0.5328,11.77,15
106,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> user=root,exact,<*> rhost=<*> user=root,0.9972,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.5963,pam_unix(sshd:session): session <*> for user fztu by (uid=0),0.5932,11.63,15
107,Failed password for root from <*> port 37854 ssh2,partial,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.946,<*> rhost=<*> user=root,0.57,Invalid user cyrus from <*>,0.3538,10.05,15
108,Received disconnect from <*>: 11: Bye Bye [preauth],exact,<*> failures<*> <*> methods<*> available. [preauth],0.9963,Received disconnect from <*>: 11: disconnected by user,0.7321,input_userauth_request: invalid user <*> [preauth],0.5328,9.93,15
109,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> user=root,exact,<*> rhost=<*> user=root,0.9973,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.5963,pam_unix(sshd:session): session <*> for user fztu by (uid=0),0.5932,11.12,15
110,Failed password for root from <*> port 38241 ssh2,partial,Failed password for <*> for<*> <*> from<*> ssh2 port <*> ssh2],0.9139,<*> rhost=<*> user=root,0.5232,Invalid user cyrus from <*>,0.3113,9.96,15
111,Received disconnect from <*>: 11: Bye Bye [preauth],exact,<*> failures<*> <*> methods<*> available. [preauth],0.9965,Received disconnect from <*>: 11: disconnected by user,0.7321,input_userauth_request: invalid user <*> [preauth],0.5328,10.07,15
