log_id,normalised,match_type,top1_template,top1_score,top2_template,top2_score,top3_template,top3_score,latency_ms,store_size
11,data_thread() got not answer from any [Thunderbird_A4] datasource,exact,data_thread() got not answer from any <*> datasource,0.9916,asking for cache data failed,0.2979,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.2897,45.27,149
12,data_thread() got not answer from any [Thunderbird_A5] datasource,exact,data_thread() got not answer from any <*> datasource,0.9901,asking for cache data failed,0.299,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.2727,45.27,149
13,data_thread() got not answer from any [Thunderbird_A6] datasource,exact,data_thread() got not answer from any <*> datasource,0.9925,asking for cache data failed,0.2937,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.2794,45.4,149
14,data_thread() got not answer from any [Thunderbird_A7] datasource,partial,data_thread() got not answer from any <*> datasource,0.9886,asking for cache data failed,0.2967,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.2791,45.58,149
15,data_thread() got not answer from any [Thunderbird_A8] datasource,partial,data_thread() got not answer from any <*> datasource,0.988,asking for cache data failed,0.2966,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.2938,45.63,149
16,data_thread() got not answer from any [Thunderbird_B1] datasource,partial,data_thread() got not answer from any <*> datasource,0.9843,asking for cache data failed,0.2968,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.289,45.5,149
17,data_thread() got not answer from any [Thunderbird_B2] datasource,partial,data_thread() got not answer from any <*> datasource,0.9893,asking for cache data failed,0.3018,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.2895,45.26,149
18,data_thread() got not answer from any [Thunderbird_B3] datasource,partial,data_thread() got not answer from any <*> datasource,0.9891,asking for cache data failed,0.3078,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.2829,45.45,149
19,data_thread() got not answer from any [Thunderbird_B4] datasource,exact,data_thread() got not answer from any <*> datasource,0.9919,asking for cache data failed,0.309,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.2907,45.49,149
20,data_thread() got not answer from any [Thunderbird_B5] datasource,partial,data_thread() got not answer from any <*> datasource,0.9888,asking for cache data failed,0.3083,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.2752,45.35,149
21,data_thread() got not answer from any [Thunderbird_B6] datasource,exact,data_thread() got not answer from any <*> datasource,0.9923,asking for cache data failed,0.3049,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.2824,45.52,149
22,data_thread() got not answer from any [Thunderbird_B7] datasource,partial,data_thread() got not answer from any <*> datasource,0.9896,asking for cache data failed,0.3055,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.2813,45.51,149
23,data_thread() got not answer from any [Thunderbird_B8] datasource,partial,data_thread() got not answer from any <*> datasource,0.9888,asking for cache data failed,0.3075,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.295,45.37,149
24,data_thread() got not answer from any [Thunderbird_C1] datasource,partial,data_thread() got not answer from any <*> datasource,0.9879,asking for cache data failed,0.2902,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.2827,45.5,149
25,data_thread() got not answer from any [Thunderbird_C2] datasource,partial,data_thread() got not answer from any <*> datasource,0.9792,asking for cache data failed,0.2943,connection lost: 'Connection closed.',0.2809,45.32,149
26,data_thread() got not answer from any [Thunderbird_C4] datasource,exact,data_thread() got not answer from any <*> datasource,0.9904,asking for cache data failed,0.3033,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.2896,45.48,149
27,data_thread() got not answer from any [Thunderbird_C5] datasource,partial,data_thread() got not answer from any <*> datasource,0.9885,asking for cache data failed,0.3035,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.2701,45.38,149
28,data_thread() got not answer from any [Thunderbird_C6] datasource,partial,data_thread() got not answer from any <*> datasource,0.9898,asking for cache data failed,0.297,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.2773,45.48,149
29,data_thread() got not answer from any [Thunderbird_C8] datasource,partial,data_thread() got not answer from any <*> datasource,0.9871,asking for cache data failed,0.3005,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.2902,46.41,149
30,data_thread() got not answer from any [Thunderbird_D2] datasource,partial,data_thread() got not answer from any <*> datasource,0.9755,asking for cache data failed,0.2893,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.2873,45.52,149
31,data_thread() got not answer from any [Thunderbird_D4] datasource,partial,data_thread() got not answer from any <*> datasource,0.9826,asking for cache data failed,0.3035,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.2934,45.41,149
32,data_thread() got not answer from any [Thunderbird_D5] datasource,partial,data_thread() got not answer from any <*> datasource,0.9867,asking for cache data failed,0.3065,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.272,45.25,149
33,data_thread() got not answer from any [Thunderbird_D6] datasource,partial,data_thread() got not answer from any <*> datasource,0.9877,asking for cache data failed,0.298,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.2769,45.29,149
34,data_thread() got not answer from any [Thunderbird_D7] datasource,exact,data_thread() got not answer from any <*> datasource,0.9906,asking for cache data failed,0.3009,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.2815,45.43,149
35,data_thread() got not answer from any [Thunderbird_D8] datasource,partial,data_thread() got not answer from any <*> datasource,0.9871,asking for cache data failed,0.3057,"jA<*> to=root, ctladdr=root (0/0), delay<*> xdelay=00:00:00, mailer=relay, pri<*> relay=[<*>] [<*>], dsn=4.0.0, stat=Deferred: Connection refused by [<*>]",0.2923,45.48,149
36,Warning: we failed to resolve data source name bn782 bn783 bn784 bn785 bn786 bn787 bn788 bn789 bn790 bn791 bn792 bn793 bn794 bn795 bn796 bn797 bn798 bn799 bn800 bn801 bn802 bn803 bn804 bn805 bn806 bn807 bn808 bn809 bn810 bn811 bn812 bn813 bn814 bn815 bn816 bn817 bn818 bn819 bn820 bn821 bn822 bn823 bn824 bn825 bn826 bn827 bn828 bn829 bn830 bn831 bn832 bn833 bn834 bn835 bn836 bn837 bn838 bn839 bn840 bn841 bn842 bn843 bn844 bn845 bn846 bn847 bn848 bn849 bn850 bn851 bn852 bn853 bn854 bn855 bn856 bn857 bn858 bn859 bn860 bn861 bn862 bn863 bn864 bn865 bn866 bn867 bn868 bn869 bn870 bn871 bn872 bn873 bn874 bn875 bn876 bn877 bn878 bn879 bn880 bn881 bn882 bn883 bn884 bn885 bn886 bn887 bn888 bn889 bn890 bn891 bn892 bn893 bn894 bn895 bn896,partial,Warning: we failed to resolve data source name bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*>,0.9706,Warning: we failed to resolve data source name an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*>,0.7954,Warning: we failed to resolve data source name dadmin2 dadmin3 dadmin4,0.5712,63.89,149
37,Warning: we failed to resolve data source name bn910 bn911 bn912 bn913 bn914 bn915 bn916 bn917 bn918 bn919 bn920 bn921 bn922 bn923 bn924 bn925 bn926 bn927 bn928 bn929 bn930 bn931 bn932 bn933 bn934 bn935 bn936 bn937 bn938 bn939 bn940 bn941 bn942 bn943 bn944 bn945 bn946 bn947 bn948 bn949 bn950 bn951 bn952 bn953 bn954 bn955 bn956 bn957 bn958 bn959 bn960 bn961 bn962 bn963 bn964 bn965 bn966 bn967 bn968 bn969 bn970 bn971 bn972 bn973 bn974 bn975 bn976 bn977 bn978 bn979 bn980 bn981 bn982 bn983 bn984 bn985 bn986 bn987 bn988 bn989 bn990 bn991 bn992 bn993 bn994 bn995 bn996 bn997 bn998 bn999 bn1000 bn1001 bn1002 bn1003 bn1004 bn1005 bn1006 bn1007 bn1008 bn1009 bn1010 bn1011 bn1012 bn1013 bn1014 bn1015 bn1016 bn1017 bn1018 bn1019 bn1020 bn1021 bn1022 bn1023 bn1024,partial,Warning: we failed to resolve data source name bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*>,0.9671,Warning: we failed to resolve data source name an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*>,0.7836,Warning: we failed to resolve data source name dadmin2 dadmin3 dadmin4,0.5642,63.98,149
38,Warning: we failed to resolve data source name cn14 cn15 cn16 cn17 cn18 cn19 cn20 cn21 cn22 cn23 cn24 cn25 cn26 cn27 cn28 cn29 cn30 cn31 cn32 cn33 cn34 cn35 cn36 cn37 cn38 cn39 cn40 cn41 cn42 cn43 cn44 cn45 cn46 cn47 cn48 cn49 cn50 cn51 cn52 cn53 cn54 cn55 cn56 cn57 cn58 cn59 cn60 cn61 cn62 cn63 cn64 cn65 cn66 cn67 cn68 cn69 cn70 cn71 cn72 cn73 cn74 cn75 cn76 cn77 cn78 cn79 cn80 cn81 cn82 cn83 cn84 cn85 cn86 cn87 cn88 cn89 cn90 cn91 cn92 cn93 cn94 cn95 cn96 cn97 cn98 cn99 cn100 cn101 cn102 cn103 cn104 cn105 cn106 cn107 cn108 cn109 cn110 cn111 cn112 cn113 cn114 cn115 cn116 cn117 cn118 cn119 cn120 cn121 cn122 cn123 cn124 cn125 cn126 cn127 cn128,partial,Warning: we failed to resolve data source name bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*>,0.8533,Warning: we failed to resolve data source name an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*>,0.7754,Warning: we failed to resolve data source name dadmin2 dadmin3 dadmin4,0.5991,64.11,149
39,Warning: we failed to resolve data source name cn142 cn143 cn144 cn145 cn146 cn147 cn148 cn149 cn150 cn151 cn152 cn153 cn154 cn155 cn156 cn157 cn158 cn159 cn160 cn161 cn162 cn163 cn164 cn165 cn166 cn167 cn168 cn169 cn170 cn171 cn172 cn173 cn174 cn175 cn176 cn177 cn178 cn179 cn180 cn181 cn182 cn183 cn184 cn185 cn186 cn187 cn188 cn189 cn190 cn191 cn192 cn193 cn194 cn195 cn196 cn197 cn198 cn199 cn200 cn201 cn202 cn203 cn204 cn205 cn206 cn207 cn208 cn209 cn210 cn211 cn212 cn213 cn214 cn215 cn216 cn217 cn218 cn219 cn220 cn221 cn222 cn223 cn224 cn225 cn226 cn227 cn228 cn229 cn230 cn231 cn232 cn233 cn234 cn235 cn236 cn237 cn238 cn239 cn240 cn241 cn242 cn243 cn244 cn245 cn246 cn247 cn248 cn249 cn250 cn251 cn252 cn253 cn254 cn255 cn256,partial,Warning: we failed to resolve data source name bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*> bn<*>,0.8741,Warning: we failed to resolve data source name an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*> an<*>,0.7691,Warning: we failed to resolve data source name dadmin2 dadmin3 dadmin4,0.5962,64.18,149
