log_id,normalised,match_type,top1_template,top1_score,top2_template,top2_score,top3_template,top3_score,latency_ms,store_size
48,"CCFile::captureLogRun Skipping current file Dir file [2017-07-06_12,03,12.289973]-CCIOReporter-041.xml, Current File [2017-07-06_12,03,12.289973]-CCIOReporter-041.xml",partial,CCFile::captureLogRun Skipping current file Dir file <*> Current File <*>,0.9178,CCFile::captureLogRun() Exiting CCFile::captureLogRun,0.7786,CCFile::captureLog,0.7475,116.96,330
49,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 5,exact,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = <*>,0.9945,AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0,0.7938,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,0.6183,119.52,330
50,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,exact,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from <*> to <*>,0.999,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",0.8906,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,0.789,92.7,330
51,"ARPT: 739295.354731: wl0: Roamed or switched channel, reason #4, bssid f8:4f:57:3b:ea:b2, last RSSI -77",partial,"ARPT: <*> wl0: Roamed or switched channel, reason #8, bssid 5c:50:15:4c:18:13, last RSSI -64",0.9734,ARPT: <*> wl0: wl_update_tcpkeep_seq: Original Seq: <*> Ack: <*> Win size: <*>,0.6307,ARPT: <*> wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,0.609,93.63,330
52,en0: BSSID changed to f8:4f:57:3b:ea:b2,partial,en0: BSSID changed to 64:d9:89:6b:b5:33,0.9189,en0: BSSID changed to <*>,0.9105,en0::IO80211Interface::postMessage bssid changed,0.6874,105.65,330
53,in6_unlink_ifa: IPv6 address 0x77c911454f1523ab has no prefix,exact,in6_unlink_ifa: IPv6 address <*> has no prefix,0.9924,ARPT: <*> wl0: MDNS: IPV6 Addr: <*>,0.5257,ARPT: <*> wl0: MDNS: IPV6 Addr: fe<*>,0.5092,100.86,330
54,tcp_connection_tls_session_error_callback_imp 2375 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22,exact,tcp_connection_tls_session_error_callback_imp <*> __tcp_connection_tls_session_callback_write_block_invoke.434 error 22,0.9964,tcp_connection_tls_session_error_callback_imp <*> tcp_connection_tls_session_handle_read_error.790 error 60,0.8462,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:143@0 failed: [50] Network is down,0.4992,95.75,330
55,"ARPT: 739357.156234: wl0: setup_keepalive: Seq: 1852166454, Ack: 1229910694, Win size: 4096",exact,ARPT: <*> wl0: setup_keepalive: Seq: <*> Ack: <*> Win size: <*>,0.993,ARPT: <*> wl0: setup_keepalive: Local port: <*> Remote port: <*>,0.8005,ARPT: <*> wl0: setup_keepalive: Local IP: <*>,0.791,95.12,330
56,ARPT: 739359.663674: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,exact,ARPT: <*> wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,0.9933,"ARPT: <*> wl0: Roamed or switched channel, reason #8, bssid 5c:50:15:4c:18:13, last RSSI -64",0.6512,ARPT: <*> wl0: setup_keepalive: Local IP: <*>,0.6375,94.31,330
57,en0: BSSID changed to 88:75:56:a0:95:ed,partial,en0: BSSID changed to <*>,0.9836,en0: BSSID changed to 64:d9:89:6b:b5:33,0.923,en0::IO80211Interface::postMessage bssid changed,0.6495,94.33,330
58,ARPT: 739420.595498: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],exact,ARPT: <*> AirPort_Brcm43xx::syncPowerState: WWEN[enabled],0.9949,ARPT: <*> AirPort_Brcm43xx::platformWoWEnable: WWEN<*>,0.9097,ARPT: <*> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],0.8731,94.29,330
59,ARPT: 739481.576701: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:c6b3:1ff:fecd:467f,exact,ARPT: <*> wl0: MDNS: IPV6 Addr: fe<*>,0.9915,ARPT: <*> wl0: MDNS: IPV6 Addr: <*>,0.9325,ARPT: <*> wl0: MDNS: IPV4 Addr: <*>,0.8407,95.86,330
60,ARPT: 739549.504820: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,exact,ARPT: <*> AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,0.9928,ARPT: <*> AirPort_Brcm43xx::powerChange: System Sleep,0.8768,ARPT: <*> AirPort_Brcm43xx::syncPowerState: WWEN[enabled],0.7212,95.22,330
61,ARPT: 739605.015490: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:cc53:3e31:ccd8:11d4,partial,ARPT: <*> wl0: MDNS: IPV6 Addr: <*>,0.9824,ARPT: <*> wl0: MDNS: IPV6 Addr: fe<*>,0.9264,ARPT: <*> wl0: MDNS: IPV4 Addr: <*>,0.9012,95.37,330
62,Previous sleep cause: 5,exact,Previous sleep cause: 5,1.0,Wake reason: EC.SleepTimer (SleepTimer),0.4608,Wake reason: ?,0.4587,97.55,330
63,ARPT: 739668.778627: AirPort_Brcm43xx::powerChange: System Sleep,exact,ARPT: <*> AirPort_Brcm43xx::powerChange: System Sleep,0.9945,ARPT: <*> AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,0.884,ARPT: <*> AirPort_Brcm43xx::syncPowerState: WWEN[enabled],0.7752,94.33,330
64,tcp_connection_destination_perform_socket_connect 45238 connectx to <*>:993@0 failed: [50] Network is down,partial,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:143@0 failed: [50] Network is down,0.9088,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:80@0 failed: [50] Network is down,0.8651,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:8080@0 failed: [51] Network is unreachable,0.7225,95.56,330
65,tcp_connection_handle_connect_conditions_bad 24150 failed: 3 - No network route,partial,tcp_connection_handle_connect_conditions_bad <*> failed: 3 - No network route,0.9333,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:143@0 failed: [50] Network is down,0.6133,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:8080@0 failed: [51] Network is unreachable,0.6016,94.2,330
66,hibernate_rebuild started,fuzzy,hibernate_rebuild completed - took <*> msecs,0.7145,hibernate_setup(0) took <*> ms,0.6508,hibernate_teardown completed - discarded <*>,0.6481,93.84,330
67,INIT -- Host controller is published,exact,INIT -- Host controller is published,1.0,hibernate_machine_init reading,0.4026,[IOBluetoothHostController::setConfigState] calling registerService,0.3774,96.17,330
68,Received Capture Event,exact,Received Capture Event,1.0,CCFile::captureLog Received Capture notice id: <*> reason = AuthFail:sts:5_rsn:0,0.5143,CCFile::captureLog Received Capture notice id: <*> reason = RoamFail:sts:1_rsn:1,0.4903,103.85,330
69,CCFile::captureLogRun() Exiting CCFile::captureLogRun,exact,CCFile::captureLogRun() Exiting CCFile::captureLogRun,1.0,CCFile::captureLog,0.8574,CCFile::captureLogRun Skipping current file Dir file <*> Current File <*>,0.7844,107.69,330
70,[<*>] [Adding [<CalDAVAccountRefreshQueueableOperation: 0x7fa11d67f3b0; Sequence: 0>] to failed operations.],exact,[<*>] [Adding [<CalDAVAccountRefreshQueueableOperation: 0x7fa11d67f3b0; Sequence: 0>] to failed operations.],1.0,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:https://13957525385%40163.com@<*>/874161398/principal/] Error Domain=NSURLErrorDomain Code=-1001 ""The request timed out."" UserInfo={NSUnderlyingError=0x7f9af3646900 {Error Domain=kCFErrorDomainCFNetwork Code=-1001 ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=https://13957525385%40163.com@<*>/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@<*>/874161398/principal/, _kCFStreamErrorCodeKey=-2102, _kCFStreamErrorDomainKey=4, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=https://13957525385%40163.com@<*>/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@<*>/874161398/principal/, _kCFStreamErrorDomainKey=4, _kCFStreamErrorCodeKey=-2102, NSLocalizedDescription=The request timed out.}",0.4362,"<*> GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl=2] -[KSAgentApp performSelfUpdateWithEngine:] Checking for self update with Engine: <KSUpdateEngine:0x10062de70 ticketStore=<KSPersistentTicketStore:0x1005206e0 store=<KSKeyedPersistentStore:0x1005282c0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" lockFile=<KSLockFile:0x100510480 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/<*>"" locked=NO > >> processor=<KSActionProcessor:0x10062e060 delegate=<KSUpdateEngine:0x10062de70> isProcessing=NO actionsCompleted=0 progress=0.00 errors=0 currentActionErrors=0 events=0 currentActionEvents=0 actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:0x10062d2d0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers""> errors=0 >",0.4026,93.46,330
71,Received Capture Event,exact,Received Capture Event,1.0,CCFile::captureLog Received Capture notice id: <*> reason = AuthFail:sts:5_rsn:0,0.5143,CCFile::captureLog Received Capture notice id: <*> reason = RoamFail:sts:1_rsn:1,0.4903,96.15,330
72,"CCFile::captureLogRun Skipping current file Dir file [2017-07-06_14,15,59.644892]-CCIOReporter-007.xml, Current File [2017-07-06_14,15,59.644892]-CCIOReporter-007.xml",partial,CCFile::captureLogRun Skipping current file Dir file <*> Current File <*>,0.9395,CCFile::captureLogRun() Exiting CCFile::captureLogRun,0.7819,CCFile::captureLog,0.7452,94.68,330
73,"CCFile::captureLogRun Skipping current file Dir file [2017-07-06_14,15,59.726497]-io80211Family-008.pcapng, Current File [2017-07-06_14,15,59.726497]-io80211Family-008.pcapng",partial,CCFile::captureLogRun Skipping current file Dir file <*> Current File <*>,0.9521,CCFile::captureLogRun() Exiting CCFile::captureLogRun,0.7426,CCFile::captureLog,0.7271,95.7,330
74,14:16:06.179 : Scanning mode Contacts Only,partial,<*> : Scanning mode Contacts Only,0.9423,<*> : BTLE scanning started,0.5175,<*> : Discoverable mode changed to Off,0.4864,92.49,330
75,Sandbox: <*>(37034) deny(1) network-outbound /private/var/run/mDNSResponder,exact,Sandbox: com.apple.Addres<*> deny(1) network-outbound /private/var/run/mDNSResponder,0.9981,<*>(36491) deny network-outbound /private/var/run/mDNSResponder,0.9039,<*>(36332) deny network-outbound /private/var/run/mDNSResponder,0.9031,93.17,330
