log_id,normalised,match_type,top1_template,top1_score,top2_template,top2_score,top3_template,top3_score,latency_ms,store_size
27,"Expiring session 0x24f3fdaf738000a, timeout of 10000ms exceeded",partial,Expiring session <*> timeout of <*> exceeded,0.9381,Established session <*> with negotiated timeout <*> for client <*>,0.697,Processed session termination for sessionid: <*>,0.6239,19.53,47
28,shutdown of request processor complete,new,shutdown of request processor complete,1.0,,0.0,,0.0,18.53,48
29,Accepted socket connection from <*>,exact,Accepted socket connection from <*>,1.0,Received connection request <*>,0.6767,Closed socket connection for client <*> (no session established for client),0.6361,18.34,48
30,Exception causing close of session 0x0 due to java.io.IOException: ZooKeeperServer not running,exact,Exception causing close of session <*> due to java.io.IOException: ZooKeeperServer not running,1.0,"Server environment:zookeeper.version=3.4.5--1, built on <*> 17:26 GMT",0.6697,Got user-level KeeperException when processing sessionid:0x34ed93485090001 type:create cxid:0x55b8bb0f <*> txntype:-1 reqpath:n/a Error Path:/home/curi/.zookeeper Error:KeeperErrorCode = NodeExists for /home/curi/.zookeeper,0.6047,19.9,48
31,Closed socket connection for client <*> (no session established for client),exact,Closed socket connection for client <*> (no session established for client),1.0,Closed socket connection for client <*> which had sessionid <*>,0.8708,Accepted socket connection from <*>,0.6361,20.24,48
32,Exception causing close of session 0x0 due to java.io.IOException: ZooKeeperServer not running,exact,Exception causing close of session <*> due to java.io.IOException: ZooKeeperServer not running,1.0,"Server environment:zookeeper.version=3.4.5--1, built on <*> 17:26 GMT",0.6697,Got user-level KeeperException when processing sessionid:0x34ed93485090001 type:create cxid:0x55b8bb0f <*> txntype:-1 reqpath:n/a Error Path:/home/curi/.zookeeper Error:KeeperErrorCode = NodeExists for /home/curi/.zookeeper,0.6047,19.94,48
33,First is 0x0,new,First is 0x0,1.0,,0.0,,0.0,18.75,49
34,"Notification: 1 (n.leader), 0xb0000007b (n.zxid), 0x2 (n.round), LOOKING (n.state), 1 (n.sid), 0xb (n.peerEPoch), LEADING (my state)",exact,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), <*> (n.state), <*> (n.sid), <*> (n.peerEPoch), <*> (my state)",0.9903,Have quorum of supporters; starting up and setting last processed zxid: 0xb00000000,0.4476,"New election. My id = 1, proposed <*>",0.4301,22.01,49
35,"Notification: 1 (n.leader), 0xb0000007b (n.zxid), 0x2 (n.round), LOOKING (n.state), 1 (n.sid), 0xb (n.peerEPoch), LEADING (my state)",exact,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), <*> (n.state), <*> (n.sid), <*> (n.peerEPoch), <*> (my state)",0.9928,Have quorum of supporters; starting up and setting last processed zxid: 0xb00000000,0.4476,"New election. My id = 1, proposed <*>",0.4301,23.81,49
36,"Expiring session 0x14f3fdae8ba0017, timeout of 10000ms exceeded",partial,Expiring session <*> timeout of <*> exceeded,0.9767,Established session <*> with negotiated timeout <*> for client <*>,0.7065,Processed session termination for sessionid: <*>,0.652,21.21,49
37,"Expiring session 0x14f3fdae8ba000c, timeout of 10000ms exceeded",partial,Expiring session <*> timeout of <*> exceeded,0.9832,Established session <*> with negotiated timeout <*> for client <*>,0.7037,Processed session termination for sessionid: <*>,0.6389,19.64,49
38,"Expiring session 0x24f3fdaf7380008, timeout of 10000ms exceeded",partial,Expiring session <*> timeout of <*> exceeded,0.9547,Established session <*> with negotiated timeout <*> for client <*>,0.6995,Processed session termination for sessionid: <*>,0.6256,19.28,49
39,Closed socket connection for client <*> which had sessionid 0x24f4a631df90002,exact,Closed socket connection for client <*> which had sessionid <*>,0.9935,Closed socket connection for client <*> (no session established for client),0.8686,Established session <*> with negotiated timeout <*> for client <*>,0.6333,19.2,49
40,"Expiring session 0x24f4a631df90002, timeout of 10000ms exceeded",partial,Expiring session <*> timeout of <*> exceeded,0.9667,Established session <*> with negotiated timeout <*> for client <*>,0.7433,Processed session termination for sessionid: <*>,0.632,19.26,49
41,Established session 0x24f4a631df9000e with negotiated timeout 10000 for client <*>,partial,Established session <*> with negotiated timeout <*> for client <*>,0.9868,Expiring session <*> timeout of <*> exceeded,0.7348,Client attempting to renew session <*> at <*>,0.6928,20.69,49
42,Processed session termination for sessionid: 0x34f4a63146b000f,partial,Processed session termination for sessionid: <*>,0.987,Established session <*> with negotiated timeout <*> for client <*>,0.671,Client attempting to renew session <*> at <*>,0.6434,19.08,49
43,Processed session termination for sessionid: 0x14f4a6318b80004,partial,Processed session termination for sessionid: <*>,0.986,Client attempting to renew session <*> at <*>,0.6766,Established session <*> with negotiated timeout <*> for client <*>,0.67,18.84,49
44,Accepted socket connection from <*>,exact,Accepted socket connection from <*>,1.0,Received connection request <*>,0.6767,Closed socket connection for client <*> (no session established for client),0.6361,18.49,49
45,Established session 0x24f4a631df90016 with negotiated timeout 10000 for client <*>,exact,Established session <*> with negotiated timeout <*> for client <*>,0.9901,Expiring session <*> timeout of <*> exceeded,0.7213,Client attempting to renew session <*> at <*>,0.6888,19.33,49
46,caught end of stream exception,exact,caught end of stream exception,1.0,<*> - ERROR [LearnerHandler-<*>:LearnerHandler@562] - Unexpected exception causing shutdown while sock still open,0.3761,Interrupted while waiting for message on queue,0.3684,18.68,49
47,Closed socket connection for client <*> which had sessionid 0x24f4a631df9000a,exact,Closed socket connection for client <*> which had sessionid <*>,0.9941,Closed socket connection for client <*> (no session established for client),0.8677,Established session <*> with negotiated timeout <*> for client <*>,0.6325,19.31,49
48,Closed socket connection for client <*> which had sessionid 0x24f4a631df9000b,exact,Closed socket connection for client <*> which had sessionid <*>,0.9941,Closed socket connection for client <*> (no session established for client),0.8692,Established session <*> with negotiated timeout <*> for client <*>,0.6348,19.27,49
49,Closed socket connection for client <*> which had sessionid 0x24f4a631df9001d,exact,Closed socket connection for client <*> which had sessionid <*>,0.9949,Closed socket connection for client <*> (no session established for client),0.8698,Established session <*> with negotiated timeout <*> for client <*>,0.6296,19.22,49
50,Processed session termination for sessionid: 0x14f4a6318b80019,exact,Processed session termination for sessionid: <*>,0.991,Established session <*> with negotiated timeout <*> for client <*>,0.671,Client attempting to renew session <*> at <*>,0.6674,19.03,49
51,Client attempting to establish new session at <*>,exact,Client attempting to establish new session at <*>,1.0,Client attempting to renew session <*> at <*>,0.6869,Closed socket connection for client <*> (no session established for client),0.6054,18.86,49
52,Connection request from old client <*>; will be dropped if server is in r-o mode,exact,Connection request from old client <*>; will be dropped if server is in r-o mode,1.0,Closed socket connection for client <*> (no session established for client),0.5625,"Have smaller server identifier, so dropping the connection: (2, 1)",0.5493,18.99,49
53,"Expiring session 0x34f4a63146b0048, timeout of 10000ms exceeded",partial,Expiring session <*> timeout of <*> exceeded,0.9633,Established session <*> with negotiated timeout <*> for client <*>,0.7374,Processed session termination for sessionid: <*>,0.6497,19.35,49
54,autopurge.purgeInterval set to 0,exact,autopurge.purgeInterval set to 0,1.0,autopurge.snapRetainCount set to 3,0.3731,maxSessionTimeout set to -1,0.3539,18.95,49
55,Reading snapshot /var/lib/zookeeper/version-2/snapshot.b00000084,partial,Snapshotting: <*> to <*>,0.9026,"Server environment:zookeeper.version=3.4.5--1, built on <*> 17:26 GMT",0.7879,Server environment:user.name=zookeeper,0.641,19.77,49
56,Sending DIFF,new,Sending DIFF,1.0,,0.0,,0.0,19.11,50
57,"Expiring session 0x24f4a631df90029, timeout of 10000ms exceeded",partial,Expiring session <*> timeout of <*> exceeded,0.9755,Established session <*> with negotiated timeout <*> for client <*>,0.7468,Processed session termination for sessionid: <*>,0.6314,19.57,50
58,Processed session termination for sessionid: 0x34f4a63146b003c,partial,Processed session termination for sessionid: <*>,0.9889,Established session <*> with negotiated timeout <*> for client <*>,0.6676,Client attempting to renew session <*> at <*>,0.6383,19.64,50
59,Processed session termination for sessionid: 0x14f4a6318b8002f,partial,Processed session termination for sessionid: <*>,0.9853,Client attempting to renew session <*> at <*>,0.6753,Established session <*> with negotiated timeout <*> for client <*>,0.6729,21.48,50
60,LOOKING,exact,LOOKING,1.0,FOLLOWING,0.437,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), <*> (n.state), <*> (n.sid), <*> (n.peerEPoch), <*> (my state)",0.2221,19.56,50
61,Getting a snapshot from leader,new,Getting a snapshot from leader,1.0,,0.0,,0.0,19.39,51
62,Cannot open channel to 2 at election address <*>,exact,Cannot open channel to 2 at election address <*>,1.0,Cannot open channel to 3 at election address <*>,0.8994,My election bind port: <*>,0.5587,19.38,51
63,"Notification: 3 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 3 (n.sid), 0x0 (n.peerEPoch), LOOKING (my state)",partial,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), <*> (n.state), <*> (n.sid), <*> (n.peerEPoch), <*> (my state)",0.9771,Have quorum of supporters; starting up and setting last processed zxid: 0xb00000000,0.4184,"New election. My id = 1, proposed <*>",0.3982,23.31,51
64,"Notification: 3 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 3 (n.sid), 0x0 (n.peerEPoch), LOOKING (my state)",partial,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), <*> (n.state), <*> (n.sid), <*> (n.peerEPoch), <*> (my state)",0.9819,Have quorum of supporters; starting up and setting last processed zxid: 0xb00000000,0.4184,"New election. My id = 1, proposed <*>",0.3982,23.41,51
65,Interrupted while waiting for message on queue,exact,Interrupted while waiting for message on queue,1.0,Interrupting SendWorker,0.4235,Notification time out: <*>,0.4219,19.93,51
66,"Connection broken for id 188978561024, my id = 3, error =",partial,Connection broken for id <*> my id = <*> error =,0.9726,"Connection broken for id 3, my id = 1, error =",0.8904,"Have smaller server identifier, so dropping the connection: (2, 1)",0.4924,19.85,51
67,"Connection broken for id 188978561024, my id = 3, error =",partial,Connection broken for id <*> my id = <*> error =,0.9845,"Connection broken for id 3, my id = 1, error =",0.8904,"Have smaller server identifier, so dropping the connection: (2, 1)",0.4924,19.7,51
68,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,19.28,51
69,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,19.19,51
70,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,18.98,51
71,Interrupted while waiting for message on queue,exact,Interrupted while waiting for message on queue,1.0,Interrupting SendWorker,0.4235,Notification time out: <*>,0.4219,19.09,51
72,Interrupting SendWorker,exact,Interrupting SendWorker,1.0,Send worker leaving thread,0.6386,Interrupted while waiting for message on queue,0.4235,19.1,51
73,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,19.02,51
74,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,19.02,51
75,Received connection request <*>,exact,Received connection request <*>,1.0,Accepted socket connection from <*>,0.6767,Connection request from old client <*>; will be dropped if server is in r-o mode,0.4974,19.29,51
76,"Connection broken for id 188978561024, my id = 3, error =",exact,Connection broken for id <*> my id = <*> error =,0.9901,"Connection broken for id 3, my id = 1, error =",0.8904,"Have smaller server identifier, so dropping the connection: (2, 1)",0.4924,19.69,51
77,Interrupting SendWorker,exact,Interrupting SendWorker,1.0,Send worker leaving thread,0.6386,Interrupted while waiting for message on queue,0.4235,19.14,51
78,Received connection request <*>,exact,Received connection request <*>,1.0,Accepted socket connection from <*>,0.6767,Connection request from old client <*>; will be dropped if server is in r-o mode,0.4974,19.33,51
79,Interrupted while waiting for message on queue,exact,Interrupted while waiting for message on queue,1.0,Interrupting SendWorker,0.4235,Notification time out: <*>,0.4219,19.26,51
80,"Connection broken for id 188978561024, my id = 3, error =",exact,Connection broken for id <*> my id = <*> error =,0.9931,"Connection broken for id 3, my id = 1, error =",0.8904,"Have smaller server identifier, so dropping the connection: (2, 1)",0.4924,19.51,51
81,Received connection request <*>,exact,Received connection request <*>,1.0,Accepted socket connection from <*>,0.6767,Connection request from old client <*>; will be dropped if server is in r-o mode,0.4974,19.34,51
82,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,18.98,51
83,Received connection request <*>,exact,Received connection request <*>,1.0,Accepted socket connection from <*>,0.6767,Connection request from old client <*>; will be dropped if server is in r-o mode,0.4974,19.07,51
84,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,19.07,51
85,Interrupting SendWorker,exact,Interrupting SendWorker,1.0,Send worker leaving thread,0.6386,Interrupted while waiting for message on queue,0.4235,19.18,51
86,"Connection broken for id 188978561024, my id = 3, error =",exact,Connection broken for id <*> my id = <*> error =,0.9949,"Connection broken for id 3, my id = 1, error =",0.8904,"Have smaller server identifier, so dropping the connection: (2, 1)",0.4924,19.87,51
87,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,18.89,51
88,"Connection broken for id 188978561024, my id = 3, error =",exact,Connection broken for id <*> my id = <*> error =,0.9961,"Connection broken for id 3, my id = 1, error =",0.8904,"Have smaller server identifier, so dropping the connection: (2, 1)",0.4924,19.5,51
89,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,18.96,51
90,"Connection broken for id 188978561024, my id = 3, error =",exact,Connection broken for id <*> my id = <*> error =,0.9969,"Connection broken for id 3, my id = 1, error =",0.8904,"Have smaller server identifier, so dropping the connection: (2, 1)",0.4924,19.33,51
91,Interrupting SendWorker,exact,Interrupting SendWorker,1.0,Send worker leaving thread,0.6386,Interrupted while waiting for message on queue,0.4235,19.05,51
92,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,19.1,51
93,Received connection request <*>,exact,Received connection request <*>,1.0,Accepted socket connection from <*>,0.6767,Connection request from old client <*>; will be dropped if server is in r-o mode,0.4974,19.21,51
94,Received connection request <*>,exact,Received connection request <*>,1.0,Accepted socket connection from <*>,0.6767,Connection request from old client <*>; will be dropped if server is in r-o mode,0.4974,19.24,51
95,Interrupting SendWorker,exact,Interrupting SendWorker,1.0,Send worker leaving thread,0.6386,Interrupted while waiting for message on queue,0.4235,19.03,51
96,Interrupting SendWorker,exact,Interrupting SendWorker,1.0,Send worker leaving thread,0.6386,Interrupted while waiting for message on queue,0.4235,19.04,51
97,Received connection request <*>,exact,Received connection request <*>,1.0,Accepted socket connection from <*>,0.6767,Connection request from old client <*>; will be dropped if server is in r-o mode,0.4974,19.24,51
98,"Connection broken for id 188978561024, my id = 3, error =",exact,Connection broken for id <*> my id = <*> error =,0.9975,"Connection broken for id 3, my id = 1, error =",0.8904,"Have smaller server identifier, so dropping the connection: (2, 1)",0.4924,19.71,51
99,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,19.24,51
100,Received connection request <*>,exact,Received connection request <*>,1.0,Accepted socket connection from <*>,0.6767,Connection request from old client <*>; will be dropped if server is in r-o mode,0.4974,19.2,51
101,Received connection request <*>,exact,Received connection request <*>,1.0,Accepted socket connection from <*>,0.6767,Connection request from old client <*>; will be dropped if server is in r-o mode,0.4974,19.71,51
102,"Connection broken for id 188978561024, my id = 3, error =",exact,Connection broken for id <*> my id = <*> error =,0.9979,"Connection broken for id 3, my id = 1, error =",0.8904,"Have smaller server identifier, so dropping the connection: (2, 1)",0.4924,19.69,51
103,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,20.66,51
104,Interrupted while waiting for message on queue,exact,Interrupted while waiting for message on queue,1.0,Interrupting SendWorker,0.4235,Notification time out: <*>,0.4219,20.22,51
105,"Connection broken for id 188978561024, my id = 3, error =",exact,Connection broken for id <*> my id = <*> error =,0.9983,"Connection broken for id 3, my id = 1, error =",0.8904,"Have smaller server identifier, so dropping the connection: (2, 1)",0.4924,19.83,51
106,"Connection broken for id 188978561024, my id = 3, error =",exact,Connection broken for id <*> my id = <*> error =,0.9985,"Connection broken for id 3, my id = 1, error =",0.8904,"Have smaller server identifier, so dropping the connection: (2, 1)",0.4924,19.53,51
107,Interrupted while waiting for message on queue,exact,Interrupted while waiting for message on queue,1.0,Interrupting SendWorker,0.4235,Notification time out: <*>,0.4219,19.21,51
108,Interrupted while waiting for message on queue,exact,Interrupted while waiting for message on queue,1.0,Interrupting SendWorker,0.4235,Notification time out: <*>,0.4219,18.97,51
109,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,18.98,51
110,"Connection broken for id 188978561024, my id = 3, error =",exact,Connection broken for id <*> my id = <*> error =,0.9987,"Connection broken for id 3, my id = 1, error =",0.8904,"Have smaller server identifier, so dropping the connection: (2, 1)",0.4924,19.5,51
111,Interrupting SendWorker,exact,Interrupting SendWorker,1.0,Send worker leaving thread,0.6386,Interrupted while waiting for message on queue,0.4235,19.39,51
112,Received connection request <*>,exact,Received connection request <*>,1.0,Accepted socket connection from <*>,0.6767,Connection request from old client <*>; will be dropped if server is in r-o mode,0.4974,19.22,51
113,Received connection request <*>,exact,Received connection request <*>,1.0,Accepted socket connection from <*>,0.6767,Connection request from old client <*>; will be dropped if server is in r-o mode,0.4974,19.15,51
114,Interrupted while waiting for message on queue,exact,Interrupted while waiting for message on queue,1.0,Interrupting SendWorker,0.4235,Notification time out: <*>,0.4219,18.97,51
115,"Connection broken for id 188978561024, my id = 3, error =",exact,Connection broken for id <*> my id = <*> error =,0.9989,"Connection broken for id 3, my id = 1, error =",0.8904,"Have smaller server identifier, so dropping the connection: (2, 1)",0.4924,19.63,51
116,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,19.8,51
117,Received connection request <*>,exact,Received connection request <*>,1.0,Accepted socket connection from <*>,0.6767,Connection request from old client <*>; will be dropped if server is in r-o mode,0.4974,19.21,51
118,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,19.17,51
119,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,18.91,51
120,Received connection request <*>,exact,Received connection request <*>,1.0,Accepted socket connection from <*>,0.6767,Connection request from old client <*>; will be dropped if server is in r-o mode,0.4974,19.29,51
121,Received connection request <*>,exact,Received connection request <*>,1.0,Accepted socket connection from <*>,0.6767,Connection request from old client <*>; will be dropped if server is in r-o mode,0.4974,19.05,51
122,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,19.02,51
123,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,19.19,51
124,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,19.05,51
125,Interrupted while waiting for message on queue,exact,Interrupted while waiting for message on queue,1.0,Interrupting SendWorker,0.4235,Notification time out: <*>,0.4219,19.14,51
126,Interrupted while waiting for message on queue,exact,Interrupted while waiting for message on queue,1.0,Interrupting SendWorker,0.4235,Notification time out: <*>,0.4219,18.99,51
127,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,18.8,51
128,Received connection request <*>,exact,Received connection request <*>,1.0,Accepted socket connection from <*>,0.6767,Connection request from old client <*>; will be dropped if server is in r-o mode,0.4974,18.95,51
129,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,19.24,51
130,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,19.63,51
131,Interrupted while waiting for message on queue,exact,Interrupted while waiting for message on queue,1.0,Interrupting SendWorker,0.4235,Notification time out: <*>,0.4219,19.13,51
132,"Connection broken for id 188978561024, my id = 3, error =",exact,Connection broken for id <*> my id = <*> error =,0.999,"Connection broken for id 3, my id = 1, error =",0.8904,"Have smaller server identifier, so dropping the connection: (2, 1)",0.4924,19.61,51
133,"Connection broken for id 188978561024, my id = 3, error =",exact,Connection broken for id <*> my id = <*> error =,0.9991,"Connection broken for id 3, my id = 1, error =",0.8904,"Have smaller server identifier, so dropping the connection: (2, 1)",0.4924,19.47,51
134,"Connection broken for id 188978561024, my id = 3, error =",exact,Connection broken for id <*> my id = <*> error =,0.9992,"Connection broken for id 3, my id = 1, error =",0.8904,"Have smaller server identifier, so dropping the connection: (2, 1)",0.4924,19.54,51
135,Interrupted while waiting for message on queue,exact,Interrupted while waiting for message on queue,1.0,Interrupting SendWorker,0.4235,Notification time out: <*>,0.4219,19.2,51
136,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,19.02,51
137,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,18.99,51
138,Interrupting SendWorker,exact,Interrupting SendWorker,1.0,Send worker leaving thread,0.6386,Interrupted while waiting for message on queue,0.4235,18.87,51
139,Send worker leaving thread,exact,Send worker leaving thread,1.0,Interrupting SendWorker,0.6386,shutdown of request processor complete,0.3542,19.08,51
140,Received connection request <*>,exact,Received connection request <*>,1.0,Accepted socket connection from <*>,0.6767,Connection request from old client <*>; will be dropped if server is in r-o mode,0.4974,19.16,51
