log_id,normalised,match_type,top1_template,top1_score,top2_template,top2_score,top3_template,top3_score,latency_ms,store_size
20,Warning: Unrecognized packageExtended attribute.,exact,Warning: Unrecognized packageExtended attribute.,1.0,Failed to internally open package. [HRESULT = <*>- CBS_E_INVALID_PACKAGE],0.4523,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],0.4408,22.98,50
21,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],exact,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],1.0,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],0.8204,Failed to internally open package. [HRESULT = <*>- CBS_E_INVALID_PACKAGE],0.5859,22.28,50
22,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],exact,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],1.0,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],0.8204,Failed to internally open package. [HRESULT = <*>- CBS_E_INVALID_PACKAGE],0.5726,22.58,50
23,Warning: Unrecognized packageExtended attribute.,exact,Warning: Unrecognized packageExtended attribute.,1.0,Failed to internally open package. [HRESULT = <*>- CBS_E_INVALID_PACKAGE],0.4523,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],0.4408,22.27,50
24,Session: 30546354_2850645228 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.9941,Session: <*> initialized by client SPP.,0.6729,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.434,22.53,50
25,Failed to internally open package. [HRESULT = <*>- CBS_E_INVALID_PACKAGE],exact,Failed to internally open package. [HRESULT = <*>- CBS_E_INVALID_PACKAGE],1.0,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],0.5859,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],0.5726,22.69,50
26,Session: 30546354_2850655229 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.997,Session: <*> initialized by client SPP.,0.676,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.4302,22.48,50
27,Failed to internally open package. [HRESULT = <*>- CBS_E_INVALID_PACKAGE],exact,Failed to internally open package. [HRESULT = <*>- CBS_E_INVALID_PACKAGE],1.0,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],0.5859,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],0.5726,22.4,50
28,Session: 30546354_2850665229 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.9959,Session: <*> initialized by client SPP.,0.6737,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.4331,22.29,50
29,Failed to internally open package. [HRESULT = <*>- CBS_E_INVALID_PACKAGE],exact,Failed to internally open package. [HRESULT = <*>- CBS_E_INVALID_PACKAGE],1.0,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],0.5859,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],0.5726,22.45,50
30,Session: 30546354_2850685230 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.9938,Session: <*> initialized by client SPP.,0.6886,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.4414,22.52,50
31,Failed to internally open package. [HRESULT = <*>- CBS_E_INVALID_PACKAGE],exact,Failed to internally open package. [HRESULT = <*>- CBS_E_INVALID_PACKAGE],1.0,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],0.5859,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],0.5726,22.61,50
32,Session: 30546354_2850695231 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.9969,Session: <*> initialized by client SPP.,0.6807,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.4364,23.47,50
33,Failed to internally open package. [HRESULT = <*>- CBS_E_INVALID_PACKAGE],exact,Failed to internally open package. [HRESULT = <*>- CBS_E_INVALID_PACKAGE],1.0,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],0.5859,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],0.5726,22.44,50
34,Session: 30546354_2850705232 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.994,Session: <*> initialized by client SPP.,0.6705,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.4362,22.65,50
35,Failed to internally open package. [HRESULT = <*>- CBS_E_INVALID_PACKAGE],exact,Failed to internally open package. [HRESULT = <*>- CBS_E_INVALID_PACKAGE],1.0,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],0.5859,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],0.5726,22.67,50
36,Session: 30546354_2850715232 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.9964,Session: <*> initialized by client SPP.,0.6834,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.4339,22.73,50
37,Failed to internally open package. [HRESULT = <*>- CBS_E_INVALID_PACKAGE],exact,Failed to internally open package. [HRESULT = <*>- CBS_E_INVALID_PACKAGE],1.0,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],0.5859,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],0.5726,23.4,50
38,Session: 30546354_2852095311 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.9947,Session: <*> initialized by client SPP.,0.6767,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.4347,22.97,50
39,Session: 30546354_2868336240 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.9936,Session: <*> initialized by client SPP.,0.6826,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.4411,22.65,50
40,"Read out cached package applicability for package: Package_for_KB3121255~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",partial,"Read out cached package applicability for package: Package_for_KB<*> ApplicableState: 112, CurrentState:112",0.9856,"Read out cached package applicability for package: Package_for_RollupFix~31bf3856ad364e35~amd64~~7601.23545.1.4, ApplicableState: 112, CurrentState:112",0.7726,"Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112",0.7095,24.92,50
41,Session: 30546354_2875796667 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.9948,Session: <*> initialized by client SPP.,0.677,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.4191,23.09,50
42,"Read out cached package applicability for package: Package_for_KB2656356~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",partial,"Read out cached package applicability for package: Package_for_KB<*> ApplicableState: 112, CurrentState:112",0.9881,"Read out cached package applicability for package: Package_for_RollupFix~31bf3856ad364e35~amd64~~7601.23545.1.4, ApplicableState: 112, CurrentState:112",0.7929,"Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112",0.7309,24.77,50
43,Session: 30546354_2879516879 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.9957,Session: <*> initialized by client SPP.,0.6699,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.4266,23.12,50
44,"Read out cached package applicability for package: Package_for_KB3108664~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",exact,"Read out cached package applicability for package: Package_for_KB<*> ApplicableState: 112, CurrentState:112",0.9906,"Read out cached package applicability for package: Package_for_RollupFix~31bf3856ad364e35~amd64~~7601.23545.1.4, ApplicableState: 112, CurrentState:112",0.7832,"Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112",0.7216,24.93,50
45,Session: 30546354_2879836898 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.9915,Session: <*> initialized by client SPP.,0.6622,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.4271,26.83,50
46,"Read out cached package applicability for package: Package_for_KB3115858~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",exact,"Read out cached package applicability for package: Package_for_KB<*> ApplicableState: 112, CurrentState:112",0.991,"Read out cached package applicability for package: Package_for_RollupFix~31bf3856ad364e35~amd64~~7601.23545.1.4, ApplicableState: 112, CurrentState:112",0.783,"Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112",0.7323,24.36,50
47,Session: 30546354_2894197719 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.9953,Session: <*> initialized by client SPP.,0.6829,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.422,23.07,50
48,"Read out cached package applicability for package: Package_for_KB3127220~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",partial,"Read out cached package applicability for package: Package_for_KB<*> ApplicableState: 112, CurrentState:112",0.9871,"Read out cached package applicability for package: Package_for_RollupFix~31bf3856ad364e35~amd64~~7601.23545.1.4, ApplicableState: 112, CurrentState:112",0.7727,"Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112",0.7157,24.75,50
49,Session: 30546354_2896247836 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.996,Session: <*> initialized by client SPP.,0.6771,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.4267,22.97,50
50,"Read out cached package applicability for package: Package_for_KB3060716~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",partial,"Read out cached package applicability for package: Package_for_KB<*> ApplicableState: 112, CurrentState:112",0.9868,"Read out cached package applicability for package: Package_for_RollupFix~31bf3856ad364e35~amd64~~7601.23545.1.4, ApplicableState: 112, CurrentState:112",0.7743,"Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112",0.7109,24.92,50
51,Session: 30546354_2902428190 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.9912,Session: <*> initialized by client SPP.,0.6679,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.4381,23.05,50
52,"Read out cached package applicability for package: Package_for_KB3006137~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",partial,"Read out cached package applicability for package: Package_for_KB<*> ApplicableState: 112, CurrentState:112",0.9848,"Read out cached package applicability for package: Package_for_RollupFix~31bf3856ad364e35~amd64~~7601.23545.1.4, ApplicableState: 112, CurrentState:112",0.771,"Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112",0.7003,24.81,50
53,Session: 30546354_2902518195 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.9948,Session: <*> initialized by client SPP.,0.6679,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.4349,23.05,50
54,"Read out cached package applicability for package: Package_for_KB3067903~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",exact,"Read out cached package applicability for package: Package_for_KB<*> ApplicableState: 112, CurrentState:112",0.9944,"Read out cached package applicability for package: Package_for_RollupFix~31bf3856ad364e35~amd64~~7601.23545.1.4, ApplicableState: 112, CurrentState:112",0.7993,"Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112",0.7235,24.38,50
55,Session: 30546354_2908448534 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.9964,Session: <*> initialized by client SPP.,0.672,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.4292,23.07,50
56,"Read out cached package applicability for package: Package_for_KB3086255~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",exact,"Read out cached package applicability for package: Package_for_KB<*> ApplicableState: 112, CurrentState:112",0.9937,"Read out cached package applicability for package: Package_for_RollupFix~31bf3856ad364e35~amd64~~7601.23545.1.4, ApplicableState: 112, CurrentState:112",0.8122,"Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112",0.7285,24.58,50
57,Session: 30546354_2912518767 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.996,Session: <*> initialized by client SPP.,0.6732,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.4251,22.95,50
58,"Read out cached package applicability for package: Package_for_KB3146706~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",partial,"Read out cached package applicability for package: Package_for_KB<*> ApplicableState: 112, CurrentState:112",0.9868,"Read out cached package applicability for package: Package_for_RollupFix~31bf3856ad364e35~amd64~~7601.23545.1.4, ApplicableState: 112, CurrentState:112",0.782,"Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112",0.7245,24.62,50
59,Session: 30546354_2914788897 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.9933,Session: <*> initialized by client SPP.,0.6634,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.4266,23.2,50
60,"Read out cached package applicability for package: Package_for_KB3182203~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",exact,"Read out cached package applicability for package: Package_for_KB<*> ApplicableState: 112, CurrentState:112",0.9907,"Read out cached package applicability for package: Package_for_RollupFix~31bf3856ad364e35~amd64~~7601.23545.1.4, ApplicableState: 112, CurrentState:112",0.7879,"Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112",0.7222,28.34,50
61,Session: 30546354_2915778954 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.9952,Session: <*> initialized by client SPP.,0.6727,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.4239,23.01,50
62,"Read out cached package applicability for package: Package_for_KB3075226~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",exact,"Read out cached package applicability for package: Package_for_KB<*> ApplicableState: 112, CurrentState:112",0.9945,"Read out cached package applicability for package: Package_for_RollupFix~31bf3856ad364e35~amd64~~7601.23545.1.4, ApplicableState: 112, CurrentState:112",0.8061,"Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112",0.7283,24.92,50
63,Session: 30546354_2916919019 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.996,Session: <*> initialized by client SPP.,0.6794,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.4296,23.2,50
64,"Read out cached package applicability for package: Package_for_KB3185319~31bf3856ad364e35~amd64~~11.2.1.0, ApplicableState: 112, CurrentState:112",partial,"Read out cached package applicability for package: Package_for_KB<*> ApplicableState: 112, CurrentState:112",0.9607,"Read out cached package applicability for package: Package_for_RollupFix~31bf3856ad364e35~amd64~~7601.23545.1.4, ApplicableState: 112, CurrentState:112",0.7833,"Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112",0.7107,24.83,50
65,Session: 30546354_2917229036 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.9954,Session: <*> initialized by client SPP.,0.6655,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.424,23.16,50
66,Session: 30546354_2919539169 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.9942,Session: <*> initialized by client SPP.,0.681,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.4369,22.63,50
67,"Read out cached package applicability for package: Package_for_KB3033929~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",exact,"Read out cached package applicability for package: Package_for_KB<*> ApplicableState: 112, CurrentState:112",0.9936,"Read out cached package applicability for package: Package_for_RollupFix~31bf3856ad364e35~amd64~~7601.23545.1.4, ApplicableState: 112, CurrentState:112",0.8014,"Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112",0.7357,24.89,50
68,Session: 30546354_2926539569 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.997,Session: <*> initialized by client SPP.,0.6814,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.43,23.64,50
69,"Read out cached package applicability for package: Package_for_KB2978742~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",partial,"Read out cached package applicability for package: Package_for_KB<*> ApplicableState: 112, CurrentState:112",0.9893,"Read out cached package applicability for package: Package_for_RollupFix~31bf3856ad364e35~amd64~~7601.23545.1.4, ApplicableState: 112, CurrentState:112",0.8195,"Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112",0.7523,25.28,50
70,Session: 30546354_2932399904 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.9959,Session: <*> initialized by client SPP.,0.6851,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.4333,23.0,50
71,"Read out cached package applicability for package: Package_for_KB3177186~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",partial,"Read out cached package applicability for package: Package_for_KB<*> ApplicableState: 112, CurrentState:112",0.9875,"Read out cached package applicability for package: Package_for_RollupFix~31bf3856ad364e35~amd64~~7601.23545.1.4, ApplicableState: 112, CurrentState:112",0.7804,"Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112",0.7229,24.89,50
72,Session: 30546354_2934110002 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.9957,Session: <*> initialized by client SPP.,0.6857,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.4313,23.1,50
73,"Read out cached package applicability for package: Package_for_KB3055642~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",exact,"Read out cached package applicability for package: Package_for_KB<*> ApplicableState: 112, CurrentState:112",0.993,"Read out cached package applicability for package: Package_for_RollupFix~31bf3856ad364e35~amd64~~7601.23545.1.4, ApplicableState: 112, CurrentState:112",0.7871,"Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112",0.7176,24.69,50
74,Session: 30546354_2934760039 initialized by client WindowsUpdateAgent.,exact,Session: <*> initialized by client WindowsUpdateAgent.,0.9965,Session: <*> initialized by client SPP.,0.6751,<*> WcpInitialize (wcp.dll version 0.0.0.6) called (stack <*>,0.4277,23.01,50
