log_id,normalised,match_type,top1_template,top1_score,top2_template,top2_score,top3_template,top3_score,latency_ms,store_size
11,after trim url = https://<*>/_/chrome/newtab?rlz=1C5CHFA_enHK732HK732&espv=2&ie=UTF-8,exact,after trim url = https://<*>/_/chrome/newtab?rlz=1C5CHFA_enHK732HK732&espv=2&ie=UTF-8,1.0,"ChromeExistion main strSendMsg = {""websitekey"":false,""commandkey"":true,""browserkey"":true}",0.462,url host = www.baidu.com<*>,0.4354,123.0,418
12,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,exact,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,1.0,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:993@0 failed: [50] Network is down,0.4792,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:143@0 failed: [50] Network is down,0.4696,124.67,418
13,"ChromeExistion main strSendMsg = {""websitekey"":false,""commandkey"":true,""browserkey"":true}",exact,"ChromeExistion main strSendMsg = {""websitekey"":false,""commandkey"":true,""browserkey"":true}",1.0,ChromeExistion main isUndetectWithCommand = 1,0.6383,after trim url = https://<*>/_/chrome/newtab?rlz=1C5CHFA_enHK732HK732&espv=2&ie=UTF-8,0.462,134.51,418
14,Location icon should now be in state 'Active',exact,Location icon should now be in state 'Active',1.0,Location icon should now be in state 'Inactive',0.9243,Error returned from iconservicesagent: (null),0.4088,126.21,418
15,ChromeExistion main isUndetectWithCommand = 1,exact,ChromeExistion main isUndetectWithCommand = 1,1.0,"ChromeExistion main strSendMsg = {""websitekey"":false,""commandkey"":true,""browserkey"":true}",0.6383,<*> GoogleSoftwareUpdateAgent[37924/0x7000002a0000] [lvl=2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:0x100365950 productID=<*> version=<*> xc=<KSPathExistenceChecker:0x10036e950 path=/Applications/Google Chrome.app> serverType=Omaha url=https://<*>/service/update2 creationDate=2017-02-18 <*> tagPath=/Applications/Google Chrome.app/Contents/Info.plist tagKey=KSChannelID brandPath=/Users/xpc/Library/Google/Google Chrome Brand.plist brandKey=KSBrandID versionPath=/Applications/Google Chrome.app/Contents/Info.plist versionKey=KSVersion cohort=1:1y5: cohortName=Stable ticketVersion=1 > )} Using server: <KSOmahaServer:0x100243f20 engine=<KSUpdateEngine:0x1007161b0> >,0.4627,135.05,418
16,url host = <*>,exact,url host = www.baidu.com<*>,1.0,"setting hostname to ""<*>""",0.7101,the url = http://<*>/item/%E8%93%9D%E9%87%87%E5%92%8C/462624?fr=aladdin,0.4581,133.95,418
17,the url = http://<*>/item/%E8%93%9D%E9%87%87%E5%92%8C/462624?fr=aladdin,exact,the url = http://<*>/item/%E8%93%9D%E9%87%87%E5%92%8C/462624?fr=aladdin,1.0,url host = www.baidu.com<*>,0.4581,after trim url = https://<*>/_/chrome/newtab?rlz=1C5CHFA_enHK732HK732&espv=2&ie=UTF-8,0.368,126.89,418
18,11:07:29.673 : Purged contact hashes,exact,<*> : Purged contact hashes,1.0,<*> : Finished generating hashes,0.6534,<*> : Started generating hashes,0.6507,130.79,418
19,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,exact,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from <*> to <*>,0.9983,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",0.8906,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,0.789,137.61,418
20,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID,exact,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID,1.0,-[NETClientConnection effectiveBundleID] using process name CalendarAgent as bundle ID (this is expected for daemons without bundle ID,0.7785,Daemon connection invalidated!,0.4278,123.05,418
21,ARPT: 739017.747240: ARPT: Wake Reason: Wake on Scan offload,partial,ARPT: <*> ARPT: Wake Reason: Wake on Scan offload,0.9818,ARPT: <*> ARPT: Wake Reason: Wake on TCP Timeout,0.7298,Wake reason: ARPT (Network),0.686,136.06,418
22,en0: channel changed to 1,exact,en0: channel changed to 1,1.0,en0: channel changed to 6,0.8919,"en0: channel changed to 36,+1",0.8799,125.85,418
23,AirPort: Link Up on awdl0,exact,AirPort: Link Up on awdl0,1.0,AirPort: Link Down on awdl0. Reason 1 (Unspecified).,0.8787,AirPort: Link Up on en0,0.8013,125.93,418
24,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID,exact,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID,1.0,-[NETClientConnection effectiveBundleID] using process name CalendarAgent as bundle ID (this is expected for daemons without bundle ID,0.7785,Daemon connection invalidated!,0.4278,126.18,418
25,network changed: DNS* Proxy,exact,network changed: DNS* Proxy,1.0,network changed: v6(en0-:2607:f140:6000:8:d8d1:d506:6046:43e4) DNS- Proxy-,0.8496,network changed: <*> DNS<*> <*> Proxy-,0.8182,133.2,418
26,"en0: channel changed to 36,+1",exact,"en0: channel changed to 36,+1",1.0,en0: channel changed to <*>,0.8859,en0: channel changed to 1,0.8799,131.67,418
27,<*>(36919) deny network-outbound /private/var/run/mDNSResponder,exact,<*>(36919) deny network-outbound /private/var/run/mDNSResponder,1.0,<*>(36227) deny network-outbound /private/var/run/mDNSResponder,0.9948,<*>(36332) deny network-outbound /private/var/run/mDNSResponder,0.993,126.9,418
28,[<*>] [Adding [<CalDAVAccountRefreshQueueableOperation: 0x7fa11d67f3b0; Sequence: 0>] to failed operations.],exact,[<*>] [Adding [<CalDAVAccountRefreshQueueableOperation: <*> Sequence: 0>] to failed operations.],0.9997,[<*>] [Account xpc_ben@163.com@https://<*>/caldav/principals/users/xpc_ben%40163.com/ timed out when executing operation: <CalDAVAccountRefreshQueueableOperation: 0x7fa11f9f2290; Sequence: 0>],0.7531,"[<*>] [Account refresh failed with error: Error Domain=CoreDAVHTTPStatusErrorDomain Code=502 ""(null)"" UserInfo={AccountName=163, CalDAVErrFromRefresh=YES, CoreDAVHTTPHeaders=<CFBasicHash <*> [0x7fff7abc1440]>{type = immutable dict, count = 5, entries => 0 : Connection = <CFString <*> [0x7fff7abc1440]>{contents = ""keep-alive""} 3 : Content-Type = text/html 4 : Content-Length = 166 5 : Server = nginx 6 : Date = <CFString <*> [0x7fff7abc1440]>{contents = ""Fri, 07 Jul <*> GMT""} } }]",0.4947,135.24,418
29,Received Capture Event,exact,Received Capture Event,1.0,CCFile::captureLog Received Capture notice id: <*> reason = AuthFail:sts:5_rsn:0,0.5165,CCFile::captureLog Received Capture notice id: <*> reason = RoamFail:sts:1_rsn:1,0.4903,180.08,418
30,"CCFile::captureLogRun Skipping current file Dir file [2017-07-06_12,00,58.629029]-AirPortBrcm4360_Logs-007.txt, Current File [2017-07-06_12,00,58.629029]-AirPortBrcm4360_Logs-007.txt",partial,CCFile::captureLogRun Skipping current file Dir file <*> Current File <*>,0.8597,CCFile::captureLog,0.7416,CCFile::captureLogRun() Exiting CCFile::captureLogRun,0.7181,135.68,418
31,ARPT: 739157.867474: wlc_dump_aggfifo:,exact,ARPT: <*> wlc_dump_aggfifo:,0.9929,ARPT: <*> wl0: setup_keepalive: Seq: <*> Ack: <*> Win size: <*>,0.5701,ARPT: <*> wl0: wl_update_tcpkeep_seq: Original Seq: <*> Ack: <*> Win size: <*>,0.5681,134.17,418
32,CCFile::captureLogRun() Exiting CCFile::captureLogRun,exact,CCFile::captureLogRun() Exiting CCFile::captureLogRun,1.0,CCFile::captureLog,0.8574,CCFile::captureLogRun Skipping current file Dir file <*> Current File <*>,0.7567,211.59,418
33,ARPT: 739163.832381: AQM agg results 0x8001 len hi/lo: 0x0 0x26 BAbitmap(0-3) 0 0 0 0,exact,ARPT: <*> AQM agg results <*> len hi/lo: <*> BAbitmap(0-3) 0 0 0 0,0.9974,ARPT: <*> AQM agg params <*> maxlen hi/lo <*> minlen <*> adjlen <*>,0.7812,ARPT: <*> wlc_dump_aggfifo:,0.461,130.42,418
34,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,exact,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,1.0,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from <*> to <*>,0.7934,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",0.7902,132.15,418
35,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x4 to 0x8000000000000000,exact,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from <*> to <*>,0.9997,en0::IO80211Interface::postMessage bssid changed,0.4405,host connection <NSXPCConnection: 0x7fddbbb015c0> connection from pid <*> invalidated,0.4224,209.48,418
36,network changed: v6(en0-:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS- Proxy-,exact,network changed: <*> DNS<*> <*> Proxy-,0.9902,network changed: v6(en0-:2607:f140:6000:8:d8d1:d506:6046:43e4) DNS- Proxy-,0.9309,network changed: <*> DNS<*> Proxy SMB,0.8469,134.73,418
37,CCFile::captureLogRun() Exiting CCFile::captureLogRun,exact,CCFile::captureLogRun() Exiting CCFile::captureLogRun,1.0,CCFile::captureLog,0.8574,CCFile::captureLogRun Skipping current file Dir file <*> Current File <*>,0.7567,125.6,418
38,"CCFile::captureLogRun Skipping current file Dir file [2017-07-06_12,03,00.133649]-CCIOReporter-028.xml, Current File [2017-07-06_12,03,00.133649]-CCIOReporter-028.xml",partial,CCFile::captureLogRun Skipping current file Dir file <*> Current File <*>,0.8803,CCFile::captureLogRun() Exiting CCFile::captureLogRun,0.7805,CCFile::captureLog,0.7517,136.92,418
39,ARPT: 739241.687186: AQM agg results 0x8001 len hi/lo: 0x0 0x26 BAbitmap(0-3) 0 0 0 0,exact,ARPT: <*> AQM agg results <*> len hi/lo: <*> BAbitmap(0-3) 0 0 0 0,0.9987,ARPT: <*> AQM agg params <*> maxlen hi/lo <*> minlen <*> adjlen <*>,0.7732,ARPT: <*> wlc_dump_aggfifo:,0.447,132.75,418
40,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,exact,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,1.0,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,0.5591,CCProfileMonitor::setStreamEventHandler,0.4634,134.58,418
41,"CCFile::captureLogRun Skipping current file Dir file [2017-07-06_12,03,02.449748]-AirPortBrcm4360_Logs-037.txt, Current File [2017-07-06_12,03,02.449748]-AirPortBrcm4360_Logs-037.txt",partial,CCFile::captureLogRun Skipping current file Dir file <*> Current File <*>,0.9041,CCFile::captureLog,0.7439,CCFile::captureLogRun() Exiting CCFile::captureLogRun,0.7155,131.2,418
42,"CCFile::captureLog Received Capture notice id: 1499367785.097211, reason = AuthFail:sts:5_rsn:0",exact,CCFile::captureLog Received Capture notice id: <*> reason = AuthFail:sts:5_rsn:0,0.9982,CCFile::captureLog Received Capture notice id: <*> reason = RoamFail:sts:1_rsn:1,0.9097,CCFile::captureLog,0.7905,210.14,418
43,dnssd_clientstub ConnectToServer: connect()-> No of tries: 1,exact,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>,0.9992,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,0.8397,[0706/011106:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,0.5321,149.12,418
44,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.10018 tc24039 <*>:8080,exact,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.<*> tc<*> <*>,0.9911,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! NeteaseMusic.17988 <*> <*>:80,0.8304,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! QQ.<*> tc<*> <*>:80,0.7885,118.09,418
45,[0706/120312:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,exact,[0706/120312:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1.0,[0706/011106:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,0.9953,[0701/114930:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,0.993,130.04,418
46,ARPT: 739253.582611: wlc_dump_aggfifo:,exact,ARPT: <*> wlc_dump_aggfifo:,0.9917,ARPT: <*> wl0: setup_keepalive: Seq: <*> Ack: <*> Win size: <*>,0.5815,ARPT: <*> wl0: wl_update_tcpkeep_seq: Original Seq: <*> Ack: <*> Win size: <*>,0.5779,232.62,418
47,"CCFile::captureLog Received Capture notice id: 1499367792.155080, reason = AuthFail:sts:5_rsn:0",exact,CCFile::captureLog Received Capture notice id: <*> reason = AuthFail:sts:5_rsn:0,0.9979,CCFile::captureLog Received Capture notice id: <*> reason = RoamFail:sts:1_rsn:1,0.9075,CCFile::captureLog,0.7973,121.76,418
48,"CCFile::captureLogRun Skipping current file Dir file [2017-07-06_12,03,12.289973]-CCIOReporter-041.xml, Current File [2017-07-06_12,03,12.289973]-CCIOReporter-041.xml",partial,CCFile::captureLogRun Skipping current file Dir file <*> Current File <*>,0.9054,CCFile::captureLogRun() Exiting CCFile::captureLogRun,0.7786,CCFile::captureLog,0.7475,314.06,418
49,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 5,exact,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = <*>,0.9945,AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0,0.7938,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,0.6183,118.84,418
50,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,exact,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from <*> to <*>,0.999,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",0.8906,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,0.789,139.26,418
51,"ARPT: 739295.354731: wl0: Roamed or switched channel, reason #4, bssid f8:4f:57:3b:ea:b2, last RSSI -77",partial,"ARPT: <*> wl0: Roamed or switched channel, reason <*> bssid <*> last RSSI <*>",0.9876,ARPT: <*> wl0: wl_update_tcpkeep_seq: Original Seq: <*> Ack: <*> Win size: <*>,0.6269,ARPT: <*> wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,0.6157,133.83,418
52,en0: BSSID changed to f8:4f:57:3b:ea:b2,exact,en0: BSSID changed to f8:4f:57:3b:ea:b2,1.0,en0: BSSID changed to 64:d9:89:6b:b5:33,0.9189,en0: BSSID changed to 00:a2:ee:1a:71:8c,0.9013,133.88,418
53,in6_unlink_ifa: IPv6 address 0x77c911454f1523ab has no prefix,exact,in6_unlink_ifa: IPv6 address <*> has no prefix,0.995,ARPT: <*> wl0: MDNS: IPV6 Addr: <*>,0.5227,ARPT: <*> wl0: MDNS: IPV6 Addr: fe<*>,0.5082,133.37,418
54,tcp_connection_tls_session_error_callback_imp 2375 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22,exact,tcp_connection_tls_session_error_callback_imp <*> __tcp_connection_tls_session_callback_write_block_invoke.434 error 22,0.9981,tcp_connection_tls_session_error_callback_imp <*> tcp_connection_tls_session_handle_read_error.790 error 60,0.8462,tcp_connection_destination_handle_tls_close_notify 111 closing socket due to TLS CLOSE_NOTIFY alert,0.5631,131.73,418
55,"ARPT: 739357.156234: wl0: setup_keepalive: Seq: 1852166454, Ack: 1229910694, Win size: 4096",exact,ARPT: <*> wl0: setup_keepalive: Seq: <*> Ack: <*> Win size: <*>,0.9944,ARPT: <*> wl0: setup_keepalive: Local port: <*> Remote port: <*>,0.8005,ARPT: <*> wl0: setup_keepalive: Local IP: <*>,0.791,151.4,418
56,ARPT: 739359.663674: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,exact,ARPT: <*> wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,0.9956,"ARPT: <*> wl0: Roamed or switched channel, reason <*> bssid <*> last RSSI <*>",0.6556,ARPT: <*> wl0: setup_keepalive: Local IP: <*>,0.6375,134.44,418
57,en0: BSSID changed to 88:75:56:a0:95:ed,exact,en0: BSSID changed to 88:75:56:a0:95:ed,1.0,en0: BSSID changed to 00:a2:ee:1a:71:8c,0.9348,en0: BSSID changed to <*>,0.9204,139.68,418
58,ARPT: 739420.595498: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],exact,ARPT: <*> AirPort_Brcm43xx::syncPowerState: WWEN[enabled],0.9961,ARPT: <*> AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],0.9157,ARPT: <*> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],0.8731,172.02,418
59,ARPT: 739481.576701: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:c6b3:1ff:fecd:467f,exact,ARPT: <*> wl0: MDNS: IPV6 Addr: fe<*>,0.9931,ARPT: <*> wl0: MDNS: IPV6 Addr: <*>,0.9381,ARPT: <*> wl0: MDNS: IPV4 Addr: <*>,0.8407,123.08,418
60,ARPT: 739549.504820: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,exact,ARPT: <*> AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,0.995,ARPT: <*> AirPort_Brcm43xx::powerChange: System Sleep,0.8772,ARPT: <*> AirPort_Brcm43xx::syncPowerState: WWEN[enabled],0.7241,134.06,418
61,ARPT: 739605.015490: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:cc53:3e31:ccd8:11d4,partial,ARPT: <*> wl0: MDNS: IPV6 Addr: <*>,0.9879,ARPT: <*> wl0: MDNS: IPV6 Addr: fe<*>,0.9276,ARPT: <*> wl0: MDNS: IPV4 Addr: <*>,0.9012,199.91,418
62,Previous sleep cause: 5,exact,Previous sleep cause: 5,1.0,Wake reason: EC.SleepTimer (SleepTimer),0.4608,Wake reason: ?,0.4587,200.48,418
63,ARPT: 739668.778627: AirPort_Brcm43xx::powerChange: System Sleep,exact,ARPT: <*> AirPort_Brcm43xx::powerChange: System Sleep,0.9954,ARPT: <*> AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,0.8829,ARPT: <*> AirPort_Brcm43xx::syncPowerState: WWEN[enabled],0.7753,134.92,418
64,tcp_connection_destination_perform_socket_connect 45238 connectx to <*>:993@0 failed: [50] Network is down,exact,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:993@0 failed: [50] Network is down,1.0,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:143@0 failed: [50] Network is down,0.9088,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:80@0 failed: [50] Network is down,0.8651,132.18,418
65,tcp_connection_handle_connect_conditions_bad 24150 failed: 3 - No network route,partial,tcp_connection_handle_connect_conditions_bad <*> failed: 3 - No network route,0.956,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:143@0 failed: [50] Network is down,0.6055,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:8080@0 failed: [51] Network is unreachable,0.6016,125.98,418
66,hibernate_rebuild started,exact,hibernate_rebuild started,1.0,hibernate_rebuild completed - took <*> msecs,0.7145,hibernate_teardown completed - discarded <*>,0.6481,140.99,418
67,INIT -- Host controller is published,exact,INIT -- Host controller is published,1.0,Host controller terminated,0.6003,hibernate_machine_init reading,0.4026,131.74,418
68,Received Capture Event,exact,Received Capture Event,1.0,CCFile::captureLog Received Capture notice id: <*> reason = AuthFail:sts:5_rsn:0,0.5162,CCFile::captureLog Received Capture notice id: <*> reason = RoamFail:sts:1_rsn:1,0.4903,133.78,418
69,CCFile::captureLogRun() Exiting CCFile::captureLogRun,exact,CCFile::captureLogRun() Exiting CCFile::captureLogRun,1.0,CCFile::captureLog,0.8574,CCFile::captureLogRun Skipping current file Dir file <*> Current File <*>,0.7807,212.89,418
70,[<*>] [Adding [<CalDAVAccountRefreshQueueableOperation: 0x7fa11d67f3b0; Sequence: 0>] to failed operations.],exact,[<*>] [Adding [<CalDAVAccountRefreshQueueableOperation: <*> Sequence: 0>] to failed operations.],0.9998,[<*>] [Account xpc_ben@163.com@https://<*>/caldav/principals/users/xpc_ben%40163.com/ timed out when executing operation: <CalDAVAccountRefreshQueueableOperation: 0x7fa11f9f2290; Sequence: 0>],0.7531,"[<*>] [Account refresh failed with error: Error Domain=CoreDAVHTTPStatusErrorDomain Code=502 ""(null)"" UserInfo={AccountName=163, CalDAVErrFromRefresh=YES, CoreDAVHTTPHeaders=<CFBasicHash <*> [0x7fff7abc1440]>{type = immutable dict, count = 5, entries => 0 : Connection = <CFString <*> [0x7fff7abc1440]>{contents = ""keep-alive""} 3 : Content-Type = text/html 4 : Content-Length = 166 5 : Server = nginx 6 : Date = <CFString <*> [0x7fff7abc1440]>{contents = ""Fri, 07 Jul <*> GMT""} } }]",0.4947,210.11,418
71,Received Capture Event,exact,Received Capture Event,1.0,CCFile::captureLog Received Capture notice id: <*> reason = AuthFail:sts:5_rsn:0,0.5162,CCFile::captureLog Received Capture notice id: <*> reason = RoamFail:sts:1_rsn:1,0.4903,136.73,418
72,"CCFile::captureLogRun Skipping current file Dir file [2017-07-06_14,15,59.644892]-CCIOReporter-007.xml, Current File [2017-07-06_14,15,59.644892]-CCIOReporter-007.xml",partial,CCFile::captureLogRun Skipping current file Dir file <*> Current File <*>,0.9273,CCFile::captureLogRun() Exiting CCFile::captureLogRun,0.7819,CCFile::captureLog,0.7452,134.39,418
